
Cell Cytoplasm Intensity Mean Ch=3 Img=1
 ==================== 
Cell Cytoplasm Intensity Mean,Unit,Category,Channel,Image,Time,ID,
125.874,,Cell,3,Image 1,1,248,
103.551,,Cell,3,Image 1,1,249,
112.169,,Cell,3,Image 1,1,250,
118.399,,Cell,3,Image 1,1,251,
129.471,,Cell,3,Image 1,1,252,
98.482,,Cell,3,Image 1,1,253,
138.070,,Cell,3,Image 1,1,254,
172.033,,Cell,3,Image 1,1,255,
112.499,,Cell,3,Image 1,1,256,
101.490,,Cell,3,Image 1,1,257,
352.751,,Cell,3,Image 1,1,258,
113.587,,Cell,3,Image 1,1,259,
167.697,,Cell,3,Image 1,1,260,
130.468,,Cell,3,Image 1,1,261,
115.307,,Cell,3,Image 1,1,262,
104.843,,Cell,3,Image 1,1,263,
170.892,,Cell,3,Image 1,1,264,
122.453,,Cell,3,Image 1,1,265,
171.288,,Cell,3,Image 1,1,266,
67.398,,Cell,3,Image 1,1,267,
110.677,,Cell,3,Image 1,1,268,
114.907,,Cell,3,Image 1,1,269,
97.665,,Cell,3,Image 1,1,270,
70.793,,Cell,3,Image 1,1,271,
109.575,,Cell,3,Image 1,1,272,
88.836,,Cell,3,Image 1,1,273,
198.159,,Cell,3,Image 1,1,274,
125.315,,Cell,3,Image 1,1,275,
54.821,,Cell,3,Image 1,1,276,
151.043,,Cell,3,Image 1,1,277,
166.867,,Cell,3,Image 1,1,278,
108.363,,Cell,3,Image 1,1,279,
159.986,,Cell,3,Image 1,1,280,
106.610,,Cell,3,Image 1,1,281,
145.835,,Cell,3,Image 1,1,282,
111.970,,Cell,3,Image 1,1,283,
130.042,,Cell,3,Image 1,1,284,
126.625,,Cell,3,Image 1,1,285,
82.762,,Cell,3,Image 1,1,286,
122.172,,Cell,3,Image 1,1,287,
494.435,,Cell,3,Image 1,1,288,
119.749,,Cell,3,Image 1,1,289,
126.203,,Cell,3,Image 1,1,290,
103.623,,Cell,3,Image 1,1,291,
139.590,,Cell,3,Image 1,1,292,
113.691,,Cell,3,Image 1,1,293,
298.572,,Cell,3,Image 1,1,294,
236.820,,Cell,3,Image 1,1,295,
243.771,,Cell,3,Image 1,1,296,
133.435,,Cell,3,Image 1,1,297,
121.148,,Cell,3,Image 1,1,298,
112.057,,Cell,3,Image 1,1,299,
108.951,,Cell,3,Image 1,1,300,
53.564,,Cell,3,Image 1,1,301,
153.580,,Cell,3,Image 1,1,302,
155.564,,Cell,3,Image 1,1,303,
87.622,,Cell,3,Image 1,1,304,
155.810,,Cell,3,Image 1,1,305,
88.980,,Cell,3,Image 1,1,306,
162.968,,Cell,3,Image 1,1,307,
143.327,,Cell,3,Image 1,1,308,
187.831,,Cell,3,Image 1,1,309,
110.586,,Cell,3,Image 1,1,310,
131.663,,Cell,3,Image 1,1,311,
144.876,,Cell,3,Image 1,1,312,
103.399,,Cell,3,Image 1,1,313,
93.182,,Cell,3,Image 1,1,314,
65.219,,Cell,3,Image 1,1,315,
96.135,,Cell,3,Image 1,1,316,
296.141,,Cell,3,Image 1,1,317,
298.620,,Cell,3,Image 1,1,318,
83.539,,Cell,3,Image 1,1,319,
216.478,,Cell,3,Image 1,1,320,
125.546,,Cell,3,Image 1,1,321,
103.128,,Cell,3,Image 1,1,322,
118.110,,Cell,3,Image 1,1,323,
76.139,,Cell,3,Image 1,1,324,
350.762,,Cell,3,Image 1,1,325,
66.751,,Cell,3,Image 1,1,326,
103.653,,Cell,3,Image 1,1,327,
172.103,,Cell,3,Image 1,1,328,
157.249,,Cell,3,Image 1,1,329,
126.873,,Cell,3,Image 1,1,330,
79.407,,Cell,3,Image 1,1,331,
70.974,,Cell,3,Image 1,1,332,
389.833,,Cell,3,Image 1,1,333,
130.351,,Cell,3,Image 1,1,334,
70.860,,Cell,3,Image 1,1,335,
113.602,,Cell,3,Image 1,1,336,
105.148,,Cell,3,Image 1,1,337,
49.417,,Cell,3,Image 1,1,338,
46.291,,Cell,3,Image 1,1,339,
157.028,,Cell,3,Image 1,1,340,
71.668,,Cell,3,Image 1,1,341,
127.069,,Cell,3,Image 1,1,342,
49.178,,Cell,3,Image 1,1,343,
110.137,,Cell,3,Image 1,1,344,
120.563,,Cell,3,Image 1,1,345,
109.136,,Cell,3,Image 1,1,346,
85.142,,Cell,3,Image 1,1,347,
99.254,,Cell,3,Image 1,1,348,
70.702,,Cell,3,Image 1,1,349,
128.832,,Cell,3,Image 1,1,350,
297.767,,Cell,3,Image 1,1,351,
423.356,,Cell,3,Image 1,1,352,
122.120,,Cell,3,Image 1,1,353,
105.180,,Cell,3,Image 1,1,354,
113.552,,Cell,3,Image 1,1,355,
172.239,,Cell,3,Image 1,1,356,
106.768,,Cell,3,Image 1,1,357,
160.984,,Cell,3,Image 1,1,358,
284.533,,Cell,3,Image 1,1,359,
130.258,,Cell,3,Image 1,1,360,
264.186,,Cell,3,Image 1,1,361,
149.735,,Cell,3,Image 1,1,362,
141.879,,Cell,3,Image 1,1,363,
127.299,,Cell,3,Image 1,1,364,
121.940,,Cell,3,Image 1,1,365,
186.732,,Cell,3,Image 1,1,366,
278.939,,Cell,3,Image 1,1,367,
775.908,,Cell,3,Image 1,1,368,
164.632,,Cell,3,Image 1,1,369,
141.173,,Cell,3,Image 1,1,370,
119.322,,Cell,3,Image 1,1,371,
269.767,,Cell,3,Image 1,1,372,
108.126,,Cell,3,Image 1,1,373,
162.383,,Cell,3,Image 1,1,374,
129.710,,Cell,3,Image 1,1,375,
207.477,,Cell,3,Image 1,1,376,
155.160,,Cell,3,Image 1,1,377,
85.242,,Cell,3,Image 1,1,378,
145.506,,Cell,3,Image 1,1,379,
125.106,,Cell,3,Image 1,1,380,
316.039,,Cell,3,Image 1,1,381,
49.811,,Cell,3,Image 1,1,382,
125.013,,Cell,3,Image 1,1,383,
157.238,,Cell,3,Image 1,1,384,
795.774,,Cell,3,Image 1,1,385,
192.539,,Cell,3,Image 1,1,386,
418.660,,Cell,3,Image 1,1,387,
108.968,,Cell,3,Image 1,1,388,
152.568,,Cell,3,Image 1,1,389,
128.185,,Cell,3,Image 1,1,390,
146.801,,Cell,3,Image 1,1,391,
73.213,,Cell,3,Image 1,1,392,
143.519,,Cell,3,Image 1,1,393,
161.038,,Cell,3,Image 1,1,394,
137.277,,Cell,3,Image 1,1,395,
156.362,,Cell,3,Image 1,1,396,
140.871,,Cell,3,Image 1,1,397,
300.961,,Cell,3,Image 1,1,398,
193.930,,Cell,3,Image 1,1,399,
109.808,,Cell,3,Image 1,1,400,
139.805,,Cell,3,Image 1,1,401,
357.654,,Cell,3,Image 1,1,402,
81.139,,Cell,3,Image 1,1,403,
144.764,,Cell,3,Image 1,1,404,
181.288,,Cell,3,Image 1,1,405,
188.399,,Cell,3,Image 1,1,406,
250.581,,Cell,3,Image 1,1,407,
111.548,,Cell,3,Image 1,1,408,
122.697,,Cell,3,Image 1,1,409,
120.993,,Cell,3,Image 1,1,410,
135.793,,Cell,3,Image 1,1,411,
147.841,,Cell,3,Image 1,1,412,
269.952,,Cell,3,Image 1,1,413,
161.312,,Cell,3,Image 1,1,414,
127.561,,Cell,3,Image 1,1,415,
174.535,,Cell,3,Image 1,1,416,
97.054,,Cell,3,Image 1,1,417,
125.001,,Cell,3,Image 1,1,418,
134.349,,Cell,3,Image 1,1,419,
109.626,,Cell,3,Image 1,1,420,
149.954,,Cell,3,Image 1,1,421,
138.815,,Cell,3,Image 1,1,422,
148.984,,Cell,3,Image 1,1,423,
125.632,,Cell,3,Image 1,1,424,
353.552,,Cell,3,Image 1,1,425,
162.649,,Cell,3,Image 1,1,426,
223.818,,Cell,3,Image 1,1,427,
83.851,,Cell,3,Image 1,1,428,
88.533,,Cell,3,Image 1,1,429,
186.679,,Cell,3,Image 1,1,430,
118.105,,Cell,3,Image 1,1,431,
124.881,,Cell,3,Image 1,1,432,
174.048,,Cell,3,Image 1,1,433,
147.523,,Cell,3,Image 1,1,434,
88.834,,Cell,3,Image 1,1,435,
133.212,,Cell,3,Image 1,1,436,
131.743,,Cell,3,Image 1,1,437,
139.148,,Cell,3,Image 1,1,438,
133.207,,Cell,3,Image 1,1,439,
221.561,,Cell,3,Image 1,1,440,
56.374,,Cell,3,Image 1,1,441,
90.448,,Cell,3,Image 1,1,442,
90.727,,Cell,3,Image 1,1,443,
89.708,,Cell,3,Image 1,1,444,
155.943,,Cell,3,Image 1,1,445,
151.998,,Cell,3,Image 1,1,446,
192.882,,Cell,3,Image 1,1,447,
231.469,,Cell,3,Image 1,1,448,
260.578,,Cell,3,Image 1,1,449,
216.307,,Cell,3,Image 1,1,450,
258.361,,Cell,3,Image 1,1,451,
219.032,,Cell,3,Image 1,1,452,
150.555,,Cell,3,Image 1,1,453,
247.821,,Cell,3,Image 1,1,454,
170.456,,Cell,3,Image 1,1,455,
241.068,,Cell,3,Image 1,1,456,
181.015,,Cell,3,Image 1,1,457,
132.925,,Cell,3,Image 1,1,458,
107.768,,Cell,3,Image 1,1,459,
107.929,,Cell,3,Image 1,1,460,
148.004,,Cell,3,Image 1,1,461,
138.298,,Cell,3,Image 1,1,462,
91.223,,Cell,3,Image 1,1,463,
66.059,,Cell,3,Image 1,1,464,
55.820,,Cell,3,Image 1,1,465,
186.559,,Cell,3,Image 1,1,466,
73.343,,Cell,3,Image 1,1,467,
703.106,,Cell,3,Image 1,1,468,
134.603,,Cell,3,Image 1,1,469,
107.329,,Cell,3,Image 1,1,470,
305.498,,Cell,3,Image 1,1,471,
75.476,,Cell,3,Image 1,1,472,
129.397,,Cell,3,Image 1,1,473,
148.348,,Cell,3,Image 1,1,474,
144.049,,Cell,3,Image 1,1,475,
127.896,,Cell,3,Image 1,1,476,
137.664,,Cell,3,Image 1,1,477,
139.160,,Cell,3,Image 1,1,478,
166.211,,Cell,3,Image 1,1,479,
165.573,,Cell,3,Image 1,1,480,
114.478,,Cell,3,Image 1,1,481,
