
Vesicles Foci Intensity Center Ch=5 Img=1
 ==================== 
Vesicles Foci Intensity Center,Unit,Category,Channel,Image,Time,CellID,ID,
0.000,,Vesicles Foci,5,Image 1,1,207,200242260,
0.000,,Vesicles Foci,5,Image 1,1,210,200242261,
0.000,,Vesicles Foci,5,Image 1,1,213,200242262,
0.000,,Vesicles Foci,5,Image 1,1,217,200242263,
0.000,,Vesicles Foci,5,Image 1,1,218,200242264,
0.000,,Vesicles Foci,5,Image 1,1,219,200242265,
0.000,,Vesicles Foci,5,Image 1,1,219,200242266,
0.000,,Vesicles Foci,5,Image 1,1,221,200242267,
0.000,,Vesicles Foci,5,Image 1,1,224,200242268,
0.000,,Vesicles Foci,5,Image 1,1,225,200242269,
0.000,,Vesicles Foci,5,Image 1,1,226,200242270,
0.000,,Vesicles Foci,5,Image 1,1,227,200242271,
0.000,,Vesicles Foci,5,Image 1,1,227,200242272,
0.000,,Vesicles Foci,5,Image 1,1,230,200242273,
0.000,,Vesicles Foci,5,Image 1,1,236,200242274,
0.000,,Vesicles Foci,5,Image 1,1,236,200242275,
0.000,,Vesicles Foci,5,Image 1,1,237,200242276,
0.000,,Vesicles Foci,5,Image 1,1,239,200242277,
0.000,,Vesicles Foci,5,Image 1,1,239,200242278,
0.000,,Vesicles Foci,5,Image 1,1,240,200242279,
0.000,,Vesicles Foci,5,Image 1,1,248,200242280,
0.000,,Vesicles Foci,5,Image 1,1,249,200242281,
0.000,,Vesicles Foci,5,Image 1,1,250,200242282,
0.000,,Vesicles Foci,5,Image 1,1,251,200242283,
0.000,,Vesicles Foci,5,Image 1,1,251,200242284,
0.000,,Vesicles Foci,5,Image 1,1,255,200242285,
0.000,,Vesicles Foci,5,Image 1,1,256,200242286,
0.000,,Vesicles Foci,5,Image 1,1,266,200242287,
0.000,,Vesicles Foci,5,Image 1,1,266,200242288,
0.000,,Vesicles Foci,5,Image 1,1,268,200242289,
0.000,,Vesicles Foci,5,Image 1,1,270,200242290,
0.000,,Vesicles Foci,5,Image 1,1,270,200242291,
0.000,,Vesicles Foci,5,Image 1,1,275,200242292,
0.000,,Vesicles Foci,5,Image 1,1,276,200242293,
0.000,,Vesicles Foci,5,Image 1,1,278,200242294,
0.000,,Vesicles Foci,5,Image 1,1,280,200242295,
0.000,,Vesicles Foci,5,Image 1,1,283,200242296,
0.000,,Vesicles Foci,5,Image 1,1,285,200242297,
0.000,,Vesicles Foci,5,Image 1,1,289,200242298,
0.000,,Vesicles Foci,5,Image 1,1,289,200242299,
0.000,,Vesicles Foci,5,Image 1,1,297,200242300,
0.000,,Vesicles Foci,5,Image 1,1,302,200242301,
0.000,,Vesicles Foci,5,Image 1,1,303,200242302,
0.000,,Vesicles Foci,5,Image 1,1,304,200242303,
0.000,,Vesicles Foci,5,Image 1,1,307,200242304,
0.000,,Vesicles Foci,5,Image 1,1,308,200242305,
0.000,,Vesicles Foci,5,Image 1,1,309,200242306,
0.000,,Vesicles Foci,5,Image 1,1,310,200242307,
0.000,,Vesicles Foci,5,Image 1,1,314,200242308,
0.000,,Vesicles Foci,5,Image 1,1,318,200242309,
0.000,,Vesicles Foci,5,Image 1,1,319,200242310,
0.000,,Vesicles Foci,5,Image 1,1,320,200242311,
0.000,,Vesicles Foci,5,Image 1,1,321,200242312,
0.000,,Vesicles Foci,5,Image 1,1,324,200242313,
0.000,,Vesicles Foci,5,Image 1,1,327,200242314,
0.000,,Vesicles Foci,5,Image 1,1,332,200242315,
0.000,,Vesicles Foci,5,Image 1,1,340,200242316,
0.000,,Vesicles Foci,5,Image 1,1,341,200242317,
0.000,,Vesicles Foci,5,Image 1,1,347,200242318,
0.000,,Vesicles Foci,5,Image 1,1,356,200242319,
0.000,,Vesicles Foci,5,Image 1,1,357,200242320,
0.000,,Vesicles Foci,5,Image 1,1,358,200242321,
0.016,,Vesicles Foci,5,Image 1,1,359,200242322,
0.000,,Vesicles Foci,5,Image 1,1,361,200242323,
0.000,,Vesicles Foci,5,Image 1,1,362,200242324,
0.000,,Vesicles Foci,5,Image 1,1,364,200242325,
0.000,,Vesicles Foci,5,Image 1,1,370,200242326,
0.000,,Vesicles Foci,5,Image 1,1,375,200242327,
0.000,,Vesicles Foci,5,Image 1,1,385,200242328,
0.000,,Vesicles Foci,5,Image 1,1,388,200242329,
0.000,,Vesicles Foci,5,Image 1,1,391,200242330,
0.000,,Vesicles Foci,5,Image 1,1,400,200242331,
0.000,,Vesicles Foci,5,Image 1,1,403,200242332,
0.000,,Vesicles Foci,5,Image 1,1,409,200242333,
0.000,,Vesicles Foci,5,Image 1,1,410,200242334,
